review,sentiment
"Darr (1993) was an incredible movie. In my opinion, it is one of Bollywood's finest. The movie itself triggers feelings of sympathy, fear, confusion, happiness, and sadness. Shahrukh's role was unbelievable, in fact he gave obsession a new face. Juhi Chawla's innocent and girlie character contrasted greatly with Shahrukh's fiery and passionate character. Sunny Deol's role made the ""good guy"" role seem like the ""bad guy"" one. The fact that Shahrukh, not Sunny, captivated the audience's attention proves that everyone has that helpless inner drive to pursue something that's not really in their hands. Even though the movie is several years old, it surpasses any recent one. The song ""Tu Mere Samne"" was full of passion and meaning. His personality fit the role perfectly. He should seriously consider re-starring in a similar film.",positive
"as a fan of robocop, i always loved this movie. i seen it when it first came out, and finally i bought it on DVD from Brazil, it was never released in the us on DVD. i like the film, but like everything else in this world, everyone has their opinion, love it or hate it. no matter what a movie does, someone will always say ""why didn't they do it another way?"" in other words you cant please everyone. if you love robocop, you will love this film. to me, its so unique thats its not cheesy, or silly like a lot of lower budget movies. this film always kept me interested. i can see a few scenes that robocop borrowed from here, but tell me what movies don't do that? a lot of films use other ideas from other movies, and sometimes change them around. fun film!",positive
"With stunning cinematography and a thread of Kafkaesque absurdity, this movie had me from the simple yet fascinating opening scene. The movie plays much like a dream, and I think that may be why people either hate it or love it. Characters are drawn superficially and the story itself is slight and perhaps a little pointless. But these are failings of the movie but conscious choices. The film works isn't trying to work as history, but rather is a deconstruction of 1940s war movies. <br /><br />I would have trouble arguing that there was much real substance to the movie, but the movie is such a cinematic wonder that I was completely swept away. This is one of the most beautifully filmed movies ever, and there is a wild imagination in its style. I can completely understand why people would hate it, but I give it 9/10.",positive
"I did not set very high expectations for this movie, which left me pleasantly surprised. The story is a little strange sometimes but overall I think it has an acceptable credibility. The action scenes are rather nice and the accompanying music is used to induce a a bit of patriotic feelings common to US movies. This may not be the best movie ever but it's uncommon for Sweden and I hope to see more similar ones in the future.",positive
"Great entertainment from start to the end. Wonderful performances by Belushi, Beach, Dalton & Railsback. Some twists and many action scenes. The movie was made for me! Funny lines in the screenplay, good music. Dalton as the tough sheriff and Railsback as ""redneck-villain"". I must recommend this film to every action-adventure fan! 10/10",positive
"The Patriot (nothing to do with the Mel Gibson film of the same name) came out Steven Seagal was still doing that 'saving the environment' thing in his movies. Which is fine. But it doesn't make for good action.<br /><br />When the plot(?) of this film finally kicked in I saw the twist(?) coming a mile off. Seagal's anti-warfare, care-for-mother-nature stance is not very subtle. For a film that was originally going to debut in the cinemas it is shot very much like a TV movie despite some wonderful shots of the country by Dean Semler, the photographer of Dances with Wolves.<br /><br />Steven Seagal does like 1 fight scene in the entire film and it's totally boring. As an action film it fails, as a drama it stinks, as an environmental message it's obvious. Avoid like Ebola crossed with plague.",negative
"The Reader is an exceptionally well done and very sweet short. Every element of the piece assists in eliciting a pure emotional response to the script. Well acted, directed, shot and written. I was surprised to hear that there was no rehearsal before shooting, not even a read through. The performances stand as testament to some fine instinctual acting in response to a well written script. The actresses work was excellent and there was never an indication that their work would slip into the purely sentimental. Less is much better in this case. This film is a prime example of how these low budget contracts benefit actors as well as film makers.",positive
I enjoyed this film which I thought was well written and acted.<br /><br />There was plenty of humour and a thought-provoking storyline. A warm and enjoyable experience with an emotional ending.Good fun.,positive
I liked this TV show because it was it's own thing a girl who is on her sixteenth birthday finds out that she is a witch and her she lives with her aunties in the house and they are both witches as well. Well this took her about a few weeks of getting used to. When she used her powers for the first time it was so funny because she turned her enemy into a pineapple. She had to turn back time and repeat a day. This series is really cool and it is a typical teenage series but it wore thin when she moved out of her house and to an apartment with her fellow college friends and then it got boring and I stopped watching.I loved her aunties they were so funny and the other one was really ditzy. I loved Valerie and I hated Sabrina's enemy Libby she was ugly.,positive
"This was a very enjoyable film. A humorous, but poignant look at family, and the obligations that come with it. The story of a man who comes home from his life in the city to his fathers bath house in a small Chinese village. There he learns to appreciate, even cherish the very things he left home to get away from. The film is as visually beautiful as it is emotionally beautiful.",positive
"The Battleship Potemkin was said to have been a favourite of Charlie Chaplin. It presents a dramatised version of the mutiny that occurred in 1905 when the crew of the Russian battleship Potemkin rebelled against their officers of the Tsarist regime.<br /><br />The film is a textbook cinema classic, and a masterpiece of creative editing, especially in the famous Odessa Steps sequence in which innocent civilians are mown down in the bloodshed; the happenings of a minute are drawn into five by frenzied cross-cutting. The film contains 1,300 separate shots, and in 1948 and 1958 was judged the best film ever made by a panel of international critics. The Battleship Potemkin is in the public domain, in some parts of the world.",positive
"This may be the most tension-filled movie I have ever seen.<br /><br />In fact, it's so nerve-wracking, I haven't been able to watch it again after viewing it two years ago, but I will since I have the DVD. There were a couple of scenes in here that are almost too much to watch....so if you've got problems and need to ""escape"" for an hour-and-half this film will get your mind off anything else. <br /><br />The Russian actress Marina Zudina did a super job in facial expressions alone, which she had to do since her character in here is a mute. She plays a cute and wholesome makeup artist for a sleazy filmmaker. After the day's shooting is done and ""Billie"" is about to leave, she hears something. She takes a peek into the room where they were filming and discovers they are now shooting a ""snuff film"" and actually killing someone. Billie's eavesdropping is discovered and she runs for her life as the killers go searching for her in this big warehouse-type building.<br /><br />There are two extended scenes in which our heroine is running for her life and both of them will wear you out. The first I described above. The second scene, the climactic one, goes on too long and isn't as well done as the first. In fact, the film should have been trimmed a bit but, overall, since it's so good at keeping our attention, then it served its purpose as entertainment.",positive
"""A Slight Case of Murder"" is an excellent TV movie, which is defiantly worth the price of a rental. William H. Macy is great as a movie critic who accidentally kills his mistress, and then has to try to conceal the crime. Although that may sound dark, the film is actually quite light hearted and funny, with many memorable lines (""Acting is harder than I thought- you ever see BODY HEAT? I think I owe Bill Hurt an apology"" and my personal favourite ""For next week answer these two questions about film noir, What do these people do during the day? and Why is it always raining?). The film has a great supporting cast including Macy's real life wife Felcity Huffman, James Cromwell and Adam Arkin. A must see for Macy fans!",positive
"Another review likened this troupe to a cross between Monty Python and Twin Peaks, also aptly. Yet another review expounded on the differences between the comedy we enjoy non-critically and black comedy, also well worth consideration.<br /><br />Watch the whole thing, all three series. At the end, all the characters are tied up and the puzzle pieces fall into place just as well as a Douglas Adams novel. The detail and intricacies are staggering. Thoroughly post-modern. Wickedly funny, and startlingly tragic. Not for kids. Not for those with thin skins or who lack objectivity. Thought-provoking. At once literal, figurative, and surreal in disturbing ways. The blackest comedy I can recall.<br /><br />And very possibly the most wonderful thing I will ever see.",positive
"Although it may not be Cassavetes' best work, Minnie and Moskowitz is almost perfect in all its endeavours. The plot is whimsical and charming, and surprisingly dramatic with an impressive range of emotion -- much more drama than comedy, contrary to IMDb's profile. Yes, the story is whimsical, but not arbitrary; it succeeds as believable, albeit a tad forced -- which I will come back to. All of the artistic aspects are of true Cassavetes form: the cinematography and camera-work are delights, and the soundtrack -- albeit barely there -- is complimentary. Plus I believe I noticed some nods to Godard and such in the editing -- as I have in a few of Cassavetes' other films -- (namely the abrupt cutting of a song in one scene), which are interesting.<br /><br />I feel the plot is built up nicely, with the first half being particularly enjoyable. Seymour's conversation with Morgan Morgan (Timothy Carey) in the diner, for example, is wonderfully funny and fascinating, and sets the tone for the philosophical commentary made throughout the film. This philosophising -- a tradition in Cassavetes' films -- is what made the film for me. Seymour's amusing and profound monologues instantly eliminate the first impressions one may have of him as a hippie simp -- though his character is curiously similar to that of his in Faces (1968). This tipped me, however, (on second viewing) into the opinion that it stands up against Cassavetes' best work. I gained an affection for this film that I lacked on first viewing.<br /><br />There are, sadly, several aspects that make this film imperfect. I find the plot to be unbalanced. As I said before, it builds up nicely, but it wanes a bit here and there, particularly towards the end. Because of the spontaneous style in which Cassavetes worked, and particularly the freedom with which he allowed his actors to improvise, the quality of his product can easily go either way. In this case it's inconsistent. I assess that most of this film was improvised, and most of it beautifully. But one or two scenes, unfortunately, just don't work. In particular, the scene after Seymour fights with Minnie's work associate outside her house. During what is intended to be the most intense scene of the film, Cassavetes allowed his actors to run free with the dialogue -- presuming some was planned beforehand. This, I believe, was a mistake. One gets the impression Cassel doesn't quite know what to do, as he repeatedly fumbles in his speech, often not making sense, and overacts; all of this damaging the scene and the character development. I understand Seymour is intended to be a bit of a brash fool, but Cassel's attempts here are misapplied. Why does he cut his moustache off? These flaws are resulting from: a lack of direction on Cassavetes part; a lack of understanding and forethought on Cassel's part; a lack of rehearsal and preparation; etc. Evidently, Cassavetes didn't learn from his mistakes, as he allowed this same thing to happen in his next film, A Woman Under the Influence (1974) -- the committing scene, and ending.<br /><br />The flaws I mention are not minor, but they do not ruin the film. They simply make some scenes cringe-worthy and unrealistic, spoiling the flow of the film and compromising its potential. However, I am very, very fond of Cassavetes and all of his actors, particularly Cassel, in spite of the faults I mentioned. This is a very enjoyable film, although it proves the precariousness of Cassavetes' style.",positive
"Uncompromising look at a suburb in 21st century Vienna mixing the stories of six groups of characters by former documentary maker U.Seidl is a provocative, minimalistic and intense piece of observation cinema.<br /><br />After the world-wide spread of Big Brother reality shows, Hundstage takes modern voyeurism to an unsettling, profound level. Hard to like but unignorable piece of European art-cinema might seem cruel and seedy, yet manages to convey the nihilistic alienated feeling of modern society in a praiseworthy manner.<br /><br />A must for lovers of world cinema.",positive
"What I loved about the on-screen adaptation of The Stone Angel is that it stayed so true to the novel! Great film! As an avid reader, I find the worst thing about film adaptations is that the book somehow gets lost in translation. You can tell the Stone Angel team was careful not to let this happen with this film.<br /><br />Ellen Burstyn was an excellent casting choice for the role of Hagar and she is definitely a movie superstar. However, I think the Canadian actress (Christine Horne) chosen to play Hagar in her younger years also did an incredible job that warrants great praise. I haven't seen any of Horne's previous work but I will definitely seek it out after seeing her Stone Angel performance.<br /><br />I heard the Canadian theatrical release of The Stone Angel is going to happen in Spring or Summer 2008. I can't wait to see it on the big screen again!",positive
"Violence whether real or not always has an impact. In this film the violence is about as crass as you could ask for. In the Great Ecstacy the director has successfully demonstrated what extremes of violence people are capable of. But what was the point? The violence looks like a mix of Noë's 'Irreversible, and ' Kubrick's 'Clockwork Orange'...both of which are remarkable films. Don't get me wrong, I'm not opposed to screen violence at all and I've seen some nasty stuff in my film-going years, but this film as a whole is totally juvenile. The story is never developed enough to offer any reason for the extreme violence, the rizla paper thin reason we are give for Robert's demise is his introduction to drugs. Danny Dyer plays the character who is partly responsible for Robert's drug fuelled demise, however he is on screen for less than 5 minutes. Lesley Manville is Robert's unable to cope mum, I am not sure what either of these actors is doing in a film of this low caliber. The acting is wooden, the scene in the kitchen with the TV-cook and his wife for instance is as painful to watch if not more so than the shocking finale- who wrote those dialogues?! Some of the comments the boys make...'looks like she's enjoying it' are so trite as to tempt one to laugh if it were not for Clay's ardent desire to bombard us with harrowing images of mutilated female genitals. Why we need to be shown such detail possibly down to the director's adolescent obsession with sadistic pornographic imagery...one can only wonder at this young man's psychology.<br /><br />The 'political meaning' of the film was repeatedly brought to our attention due to the amount of scenes; in the bar, outside the TV-cook's house, war in Iraq reports, was perhaps too obvious in my opinion. Yes, war is violent, social determinism causes frustration, we're all prone to horrifingly violent acts whether you're in politics or on the street popping E. Juxtaposing all these things as part of the same underlying issue is evading the actual issue which is the meaning of violence in man. This issue is one that we still haven't managed to grasp and certainly not in this film.<br /><br />My opinion: derivative, badly-made and pointless.",negative
"I loved this movie, I'll admit it. This has to be the best (straight to?) video movie I've seen. Well... me and my friend decided just for shits n' giggles that we'd rent this movie. We knew what to expect and we got exactly what we expected, plus more. When that red neck gets slammed up against the tree by the Sasquatch, we literally watched that part about three to four times, it was that amazing (hysterically, of course). And why? Oh why does the main character have to roll that much? Like honestly, we know that you're in danger, rolling that much isn't gonna help all that much. But really, if this movie is in you're local video store RENT IT. It is worth the money and it's not even that bad, like it's bad, but not incredibly bad. Overall, complete amazing will be in store for you if you rent this movie.",negative
"I have just recently read the novel ""mother night"", I've owned the dvd for some time now, and watch it every so often. Few movies I own and have seen have made me think and question as much as Mother Night has, I am amazed at the brilliance not only of Vonnegut, but of the translation of his text to screen.<br /><br />Do not rent or watch this movie on VHS, it must be done on dvd, and it must be accompanied by the director's commentary on the film. To see how they took a fairly simple story, yet complex in its substance and dialogue, and made it work so well, I think any viewer will be amazed.<br /><br />The omissions in the movie are few from the text, and do not detract from it much, the movie might as well be the book, and is the best adaptation I have ever seen. I so highly recommend both the book and movie together that it does a disservice to merely say go watch it.<br /><br />It will change you if you do.",positive
"Comment this movie is impossible. Is terrible, very improbable, bad interpretation e direction. Not look!!!!!",negative
"I am decidedly not in the target audience for this film. I am a man nearly 50 who has only recently stumbled across the world of independent film. This happened quite by accident, with the discovery of a movie called Clerks late one night on television. The first two things I noticed about that film were that it was 1) technically amateurish and 2) brilliantly written. When I read an interview with the director in the local paper and he said that one of his influences was Clerks, I started to get interesting. When he said his main influence was The Station Agent, a movie I'd seen on DVD a week prior, I decided I had to go and check it out. The result could be described along the same lines as Clerks, although the two films are nothing alike content wise. Both films suffer from technical gaffes that are overcome through amazing writing. Whereas Clerks is a day in the life of a man who has nothing in his life at all and is afraid to ask tough questions about himself and his situation, Less Like Me is about a man who seemingly forces himself to be constantly busy, he's always running one way or another, filling his life with little things so that he will never have to deal with the big ones. The themes and ideas of this film are strong and poignant. I can tell from watching it that not much has changed since I was growing up, young men still have the same problems they always have. The writer dresses up these problems and themes in the modern vernacular, crafts wonderfully honest characters, and has them do completely believable things. As far as indie cinema goes, this may not be perfect from a technical standpoint, but from an artistic one, it is very close.",positive
"The best horror/sci-fi movie i have ever seen. I was myself in the Arctic, working for Canadian government , in a small northern station when I see this movie for the first time; needless to say I was in the mood...",positive
"I find it heart-warming and inspiring that the writing team behind such hopelessly mainstream Hollywood movies like INDIANA JONES AND THE TEMPLE OF DOOM, American Graffiti and HOWARD THE DUCK would begin their career with a low-budget exploitation horror film like this. Perhaps as a testament to the talent that would earn Willard Hyuck and Gloria Katz an Oscar nomination later in their respective careers, Messiah of Evil has potential, but sadly becomes frustrating exactly because it can't muster the film-making prowess to pull it off.<br /><br />The premise involves a young girl who travels to a small coastal town in search for her painter father who went missing a while back. It doesn't take long for the fragmented narrative to abandon all hope and dive headlong in disjointed absurdity - and for a while it works admirably well to the point where you begin thinking that maybe Messiah of Evil needs to be reclaimed from the schlocky gutter of 70's exploitation as an example of artful mystery horror.<br /><br />The surreal non-sequiturs keep piling on as the daughter stumbles upon a young couple in a seedy hotel room who are in town to conduct a research on the local legend of the 'blood moon', a scruffy and half-mad alcoholic (played by the great Elisha Cook Jr. in perhaps the best scene of the movie) who warns her about her father only to be reportedly found dead in an alley 'eaten by dogs' a little later, the blind old lady that owns the local art gallery and who has inexplicably removed all of her father's paintings from the shop and last but not least a retarded, murderous, squirrel-eating albino.<br /><br />Part of the movie's charm is precisely this brand of bargain-basement artsy surrealism that defies logic and genre conventions every step of the way. Whereas with Lynch it is obviously the mark of a talented creator, with Messiah of Evil the boundaries between the 'intentional', the 'unintentional' and the 'didn't really expect it to come out this way but it's good enough - WRAP SCENE' blur hopelessly.<br /><br />Take for example the double narration that flows in and out of the picture in a drug-addled, feverish, stream-of-consciousness way, one coming from the daughter as she wanders from place to place in search for her father, and the other narrated by her father's voice as she reads his diary. <br /><br />While we're still talking about a 'living dead' picture, Messiah of Evil is different and only loosely one - at least with current preconceptions of what a zombie movie is supposed to be. The origin of the living dead here is a 100 year old curse, bestowed upon the town by a mysterious 'Dark Stranger' who came from the woods one day. In the meantime Hyuck finds time for snippets of mass-consumption criticism in a flesh-eating supermarket scene that predates DAWN OF THE DEAD by a good number of years (you can hear the MST3K line already: 'man is dead, only his capitalist food tins remain') and a nicely thought but poorly executed similar scene in a movie theater.<br /><br />I generally think that the surreal works in careful, well measured doses - how is the absurd to work if it's not hidden within the perfectly normal? Hyuck seems to just smear it all over the picture and by doing so dangerously overplays his hand. When the albino for example picks up a girl hitching her way to town and eats a squirrel in front of her, you can almost imagine the director winking meaningfully at the audience, amused and satisfied with his own hijinks. <br /><br />The general film-making level is also pretty low - after the half-way mark, the pace becomes muddled and the story tiresome and evidently going nowhere and not particularly fast either. Add to that the choppy editing, average acting and Hyuck's general inability to capture true atmosphere - the empty streets of coastal town are criminally misused - and I'd file Messiah under 'missed opportunity' but still grindhouse afficionados will find enough to appreciate - even though it's not particularly gory, trashy or sleazy.",negative
"To all the miserable people who have done everything from complain about the dialogue, the budget, the this and the that....who wants to hear it? IF you missed the point of this beyond-beautiful movie, that's your loss. The rest of us who deeply love this movie do not care what you think. I am a thirthysomething guy who has seen thousands of movies in my life, and this one stands in its own entity, in my book. It was not supposed to be a documentary, or a completely factual account of what happened that night. It is the most amazing love story ever attempted. I know that it is the cynical 90's and the millennium has everyone in a tizzy, but come on. Someone on this comments board complained that it made too much money! How lame is that? It made bundles of money in every civilized country on the planet, and is the top grossing film in the planet. I will gladly side with the majority this time around. Okay, cynics, time to crawl back under your rock, I am done.",positive
"This is a more interesting than usual porn movie, because it is a fantasy adventure.The production values are high and the acting is(believe it or not) pretty good,especially Jenna Jameson.It`s also in widescreen which helps,it gives a feeling of a real motion picture and NOT a porn movie.But,of course it is a porn and a really good one with nice costumes,fine atmosphere and scenery.And by the way,the sex IS hot.<br /><br />Watch out for this one...",positive
"Trey's favourite from the first run of Season 10 and also one of my personal favourites, Manbearpig features the adventure of Al Gore before going on global warming and before the movie, it was similar a adventure certainly, Al Gore was also trying to aware the world about something that can change the Earth, something really dangerous, this time about something that is half man half bear and half pig, Al Gore had only one thing in mind: to aware everyone of Manbearpig and to kill it! Al Gore here is more than hilarious, everyone who sees him feel sorry for him and yes he can childish, doing tantrums since nobody believes him but he is just a f****** demented bastard. Basically four kids are trapped in a cave because of Al Gore but certainly he don't have that in his mind, there's not space for any other subject, is just Manbearpig what concerns Al Gore. Those four kids are Cartman, Kenny, Kyle and Stan, basically Stan felt sorry for AL Gore and the four boys were just playing in Al Gore's game never imaging that Gore could almost kill them while he was trying to kill Manbearpig (hilarious scene- ""they are just children, damned Manbearpig""). So at this part we have on one hand all the stuff with the rescue team who also feel sorry for Al Gore and on the other hand we have a little yet extremely hilarious Cartman episode and there are not surprises of the attitude of Cartman after he finds a treasure inside the cave, certainly the whole stuff with this treasure is fantastic and is great because you will see a sick Cartman in both senses, he is really sick for the boys and really sick for us. And in the end Al Gore does killed Manbearpig! This character is a fantastic one and I'm cereal! Terrific fun in this episode, a highly re-watchable one. 10 out of 10",positive
"This is my favourite Columbo. Martin Landau (excellent!) plays twins, one of whom may have committed a murder. This Columbo is unusual because the usual murder scene at the beginning doesn't give you any clue to which one did it! Peter Falk is on form as usual in this episode written by Steven Bochco (who also wrote 'Murder by the Book', my second favourite episode). The supporting cast are great especially Julie Newmar (very under-rated) and Jeanette Nolan as the house keeper that Columbo just keeps on upsetting. The surname of Martin Landau's characters in this is 'Paris'. That was the surname of Leonard Nimoy's character in Mission Impossible. Coincidence? Or a Steven Bochco joke?",positive
"Not as bad as some people say...This is a unofficial Bond movie and a remake of ""Thunderball"", written by Kevin McClory (co- producer in ""Thunderball""). Well, the cast is very very interesting, Maria Brandauer is a great Bond- villain, Kim Basinger and Barbara Carrera are just like the ""original"" Bond- girls, plus Rowan Atkinson and a truly great Edward Fox, who looks really refreshing in the ""M"" role. In fact, the whole movie is refreshing and gives some new impulses. Sean Connery does it once more confident and charming, except that he looks a little bit too old. But alright, he is the original Bond and it was great to see him once more in this role. The locations are also typical- Bahamas, France, etc. The only thing that really fails is the music score, the song ""Never say never again"" is O.K., but the theme song is just missing. All in one, a nice try to make a difference from the comic and silly Roger Moore movies like ""Moonraker"". Only if there was another story, ""Thunderball"" was a excellent movie and really did not needed a remake",negative
A very good wartime movie showing the effects of war on a hometown boy who looses his eyesight on Guadalcanal and must come home and re-adjust himself with the help of family and friends. An excellent cast of actor's helps make this movie very entertaining. Eleanor Parker's role as the girlfriend was worthy of an Oscar nomination. She has such an innocence to her in this movie. Ann Doran role was equally satisfying as was all of her small supporting roles. I especially like the hometown aura of pre-war Phildelphia. The hunting scene is very good. Of course the war scene on Guadalcanal truly showed the horror faced by our soldiers during this epic battle. A well deserving film and one that should not be forgotten,positive
"Fascist principal Miss Togar(Mary Woronov, who is lensed by expert photographer Dean Cundy as if she were ten feet tall)has a plan to turn her high completely square. Complications ensue which challenge that goal in delightful rock'n'roller Riff Randell(PJ Soles who lights up the screen--she's got a hot bod, too)who is an obsessive fan of the punk band THE RAMONES. Pal Kate Rambeau(Dey Young, whose big rimmed glasses and nerdy role can not hide her stunning beauty)joins forces with Riff to put an end to the supposed crisis of killing rock'n'roll for good which is Togar's desired mission.<br /><br />Vincent Van Patten has a hilarious role as Tom Roberts, a success at everything, but getting laid. Kate is crazy about Tom..if only he could pull his head out of the sand and see it. Clint Howard steals the film almost(honestly, who can steal this film away from Soles?)as Eaglebauer, ""the supplier"" who can get everyone almost anything. His office is located in the boy's restroom! Paul Bartel is also hilarious as a music teacher who becomes an ally of Riff's when he enjoys a concert of THE RAMONES.<br /><br />A raucous high school romp that defies all rules of normalcy..and I loved it. It's like someone just says, ""Let's make life fun for 1½ hours."" The film really is anarchy..a plot-less chaos lovingly adoring THE RAMONES with all it's heart(even if they are horrible actors, they have an opportunity to gain new audiences with this film).<br /><br />The ending pretty much sums up the film as a whole..Riff and her classmates take over the high school and one massive party begins. To be honest, I didn't want the party to end! Not conventional in any way whatsoever, this film just let's loose a frenzy. Accompanied by a great rock soundtrack featuring some of THE RAMONES best songs, this film allows a viewer to accept a time in life when war didn't dominate headlines and people just had a good time. Those, I guess were the days.",positive
"I rented this movie last week. I saw Kevin Spacey and Morgan Freeman were on it, so it seemed promising. And it was, until Justin Timberlake came on scene. He is a really bad actor and shouldn't be allowed to make a movie ever again. I mean, he is one of the most boring, uninspired actors I've ever seen. He puts absolutely no emotion to any of his lines whatsoever. Why the hell was he cast for the role of Josh Pollack? I think Matt Damon would have been a better choice.<br /><br />Kevin Spacey was another big disappointment. His character is so dull, it seems like a bad mix of his character in American Beauty and John Doe in Se7en. It might sound cool, but believe me, it's not.<br /><br />Now, Dylan McDermott's acting is very good. It's about one of the very few good things about this movie. He is just inspired.<br /><br />Morgan Freeman is good but nothing special. He has some really cool lines though.<br /><br />About the story, although it was a bit obvious and exaggerated at times it was good. I was expecting a big twist when Lazerov (Dylan McDermott) was killed, but nothing really happened.",negative
"""A Minute to Pray, A Second to Die"" is a quality spaghetti western with a solid cast and an interesting storyline. It is filmed beautifully, with a relatively high production value for a film in this genre.<br /><br />Alex Cord does a terrific job portraying Clay McCord, an outlaw who is suffering from increasingly debilitating seizures. He is seeking amnesty before his enemies close in on him, but is being too cocky for his own good when he asks for it. Robert Ryan delivers the best performance in the film as the governor of New Mexico. Mario Brega and Arthur Kennedy are also great here.<br /><br />This movie is very good, but it doesn't stand out to me as being one of the best spaghetti westerns out there. It's lacking too much in style to be in the same league as any of the great ones. It does have some cool spaghetti overtones, but overall it's a bit too much like an American western. This is especially evident in the music score, which is OK as movies go in general, but pretty dull by euro-western standards. The soundtrack kind of reminds me of the music from ""The Unforgiven."" Although there is an interesting story here, it is told in a manner which is a bit too conventional for my tastes. If a spaghetti western fan and a Hollywood western fan had to watch a movie together, this one would be the perfect compromise.<br /><br />All of this is not to say that anyone should avoid this film. I did enjoy watching it very much. As I said, it is a very well-done film and I recommend it to anyone who likes westerns, spaghetti or otherwise.",positive
"Cannot believe a movie that can be made that good in 1987 and is virtually unknown in the west. Not to repeat other reviews here. The score is very good and moving. Literally it means ""Dawn please never comes"" - when it comes, the beautiful ghost and the lover will be apart forever. After 24 years, Joel and Leslie still look great. I enjoyed Joel in God of Gamblers and many movies by Leslie including Better Tomorrow.",positive
"We start all of our reviews with the following information. My wife and I have seen nearly 100 movies per year for the past 15 years. Recently, we were honored by receiving lifetime movie passes to any movie any time at no cost! So we can see whatever we want whenever we want. The point of this is that CRITICS count for ZERO. Your local critics or the national critics like Ebert are really no different than you or me. The only difference is that they get to write about the movie and are forced to see hundreds of movies whether they want to or not.Therefore, it is our belief that if you get your monies worth for two hours of enjoyment that is good enough for us! We NEVER EVER listen or read the critics. We only care about our friends and those who we know like the same things as us. Well enough about that. <br /><br />When Meryl Streep the head of the NSC in the movie says ""The United States does not torture"" it got a big laugh at this movie. It is of course a lie that the Bush Administration has denied time and again. It is a very good movie and it is scary in what they can do to us as we lose all of our civil rights. They can simply ""snatch"" you anywhere and tell know one that they have done it. In this case, they snatch a man who has a name similar to those who killed thousands on 9-11. He is of course just like you or I. And so they take him to a secret location outside of the US to torture and waterboard him. <br /><br />Very frightening. Well acted by Jake and Reese and the entire cast.",positive
"My husband and I were intrigued by the spectacle - a strong willed Southern lady with a messy personal life solves crimes for the LAPD. The first season was must-see TV for us. Unfortunately, the stories of her personal life in the second season became so tedious and unworthy of the strong character that we stopped watching.<br /><br />My husband and I were troubled by the episode where she tries to hide from her mother the fact that she is shacked up. But the deal breaker was the episode where she hides her possible pregnancy from her boyfriend but tells her boss. Why would a strong, middle aged woman do those things? The answer is she wouldn't. Additionally, my husband and I pick out the bad guy with almost perfect accuracy. It is almost always a white male or female introduced in cameo at the murder scene or in an idealized family. Can't the script writers do something original from time to time? As I mentioned, we are no longer viewers. We prefer shows that don't betray the characters and insult our intelligence.",negative
"Imagine you have the opportunity to see yourself again as a kid. Now think what would happen if you had the chance to speak with your younger self, or even change him/you. Would you try to influence or try to change your younger self's beliefs in light of your future experience? Or perhaps the encounter would change your older self's perception of life and reality? <br /><br />Walt Disney's The Kid tries to engage this complex thought by putting ""older self"" Bruce Willis in a collision course with ""younger self"" Spenser Breslin (from The Santa Clause 2 and The Cat in the Hat ""fame""). The result is a sometimes funny sometimes touching encounter, which makes you ponder about your own past, present and future  and truly believe it is never too late to change your course.",positive
"I saw it last night on TV, and was quite delighted. <br /><br />It is sort of the movie which makes you feel nice and warm around heart, and believe that there is still some goodness in the world (all the neighbours pretended not to see what grace was doing in order to help her and protect her- the old policeman is my favourite), although you know that this story is not quite realistic.<br /><br />I loved acting (they all seemed just as ordinary, common people, living in small picturesque English coast town) but the greatest thing in the movie was the wit and humor it has! Just remember the scene in the shop with two old ladies after they had their ""tea""!!<br /><br />Perhaps the ending was a little bit confusing, but it didn't stop me from really, really enjoying the whole story!",positive
"Sadly a great opportunity to utilise a superb cast to bring King Lear up to date. However, instead, we got a contrived family drama that appeared to dip into Lear when the writer had run out of ideas, the cast worked hard but it just didn't gel. Recently Stephen Harrigan showed how to adapt and update the classics with his screenplay for the magnificent TV movie ""King of Texas"".",negative
"I loved this. It starts out as a fairly normal, slightly ponderous French art movie and then all of a sudden, halfway through it's turned on it's head. This part is brilliant as you realise you have been watching 2 plots not one. Sadly, the ending doesn't make much sense, which is a great shame. Oh yes, and it's brilliantly filmed.",positive
